‰‡Ú‡;»ÕÕ ÔÎ‡Ú.; ¡ ;—‡Î¸‰Ó
01.01.2015;266041809;18210301000010000110;-25187,37
01.01.2015;266040080;18210301000010000110;-19,84
01.01.2015;266040080;18210101011010000110;-4,16
01.01.2015;266020284;18210907032040000110;-21,93
01.01.2015;266020284;18210904010020000110;-17,21
01.01.2015;274141116;18210502010020000110;-85,41
01.01.2015;266042721;18210101011010000110;-106,8
01.01.2015;266042721;18210301000010000110;-1936,41
01.01.2015;266042721;18210101012020000110;-19,45
01.01.2015;7415075905;18210101011010000110;-8,84
01.01.2015;266035227;18210501011010000110;-527,72
01.01.2015;266036414;18210101011010000110;-0,16
01.01.2015;266036414;18210101012020000110;-1,55
01.01.2015;266036414;18210301000010000110;-66014,13
01.01.2015;266040636;18210301000010000110;-3227,68
01.01.2015;266040636;18210101011010000110;-0,16
01.01.2015;266035266;18210101012020000110;-9,15
01.01.2015;266033808;18210604011020000110;-329,78
01.01.2015;266033808;18210102010010000110;-2090
01.01.2015;266041238;18210301000010000110;-6555,92
01.01.2015;266041238;18210604011020000110;-11780,15
01.01.2015;266041453;18210301000010000110;-0,71
01.01.2015;266035996;18210301000010000110;-5044,72
01.01.2015;266035996;18210101011010000110;-335,69
01.01.2015;266035996;18210101012020000110;-3020,92
01.01.2015;266041982;18211603010010000140;-600
01.01.2015;266041982;18210301000010000110;-1000
01.01.2015;266025525;18210604011020000110;-88,42
01.01.2015;266026166;18211603010010000140;-200
01.01.2015;266036206;18210501050010000110;-187,67
01.01.2015;266035322;18210301000010000110;-35441
01.01.2015;266041380;18210301000010000110;-21,24
01.01.2015;266040805;18211603010010000140;-400
01.01.2015;266040234;18210301000010000110;-141,52
01.01.2015;266040795;18210501021010000110;-13032,47
01.01.2015;266040795;18211603010010000140;-400
01.01.2015;266040234;18210101012020000110;-3204,46
01.01.2015;266040234;18210101011010000110;-357,61
01.01.2015;276139708;18210101011010000110;-0,67
01.01.2015;266040749;18210502010020000110;-6371,13
01.01.2015;266036485;18210501050010000110;-6,28
01.01.2015;266034569;18210501021010000110;-32,82
01.01.2015;266042023;18210301000010000110;-1,28
01.01.2015;266035523;18210502010020000110;-6,46
01.01.2015;266025469;18211603010010000140;-150
01.01.2015;275043200;18211603010010000140;-50
01.01.2015;266035763;18210501011010000110;-56,16
01.01.2015;266033300;18210101011010000110;-0,01
01.01.2015;266041541;18210502010020000110;-58518,83
01.01.2015;2538119511;18210301000010000110;-339,65
01.01.2015;266040322;18210501011010000110;-41606,6
01.01.2015;266025726;18210301000010000110;-1357
01.01.2015;266035918;18210501011010000110;-1,62
01.01.2015;266040700;18210101012020000110;-126,12
01.01.2015;266040700;18210301000010000110;-6130,85
01.01.2015;266040700;18210101011010000110;-27,22
01.01.2015;266036580;18210501011010000110;-92
01.01.2015;266042922;18210301000010000110;-81174,46
01.01.2015;266031381;18210301000010000110;-3820,08
01.01.2015;266031381;18210101012020000110;-7327,51
01.01.2015;266031381;18210101011010000110;-464,19
01.01.2015;266034946;18210301000010000110;-0,1
01.01.2015;266041485;18210101012020000110;-38218,02
01.01.2015;266041485;18210101011010000110;-4246,89
01.01.2015;266040989;18210101011010000110;-4,05
01.01.2015;266040989;18210101012020000110;-60,69
01.01.2015;266040989;18211603010010000140;-200
01.01.2015;266040989;18210301000010000110;-135,22
01.01.2015;278184914;18210301000010000110;-3,94
01.01.2015;266040763;18210101011010000110;-16,07
01.01.2015;266040763;18210301000010000110;-6653,79
01.01.2015;266040763;18210101012020000110;-144,46
01.01.2015;266021376;18210606032040000110;-1018,7
01.01.2015;266021376;18210604011020000110;-133,11
01.01.2015;266040957;18210501011010000110;-7,58
01.01.2015;266042489;18210101011010000110;-9,27
01.01.2015;266042489;18210101012020000110;-83,02
01.01.2015;266042489;18210301000010000110;-1659
01.01.2015;266041171;18210101011010000110;-13,26
01.01.2015;266041171;18210301000010000110;-17,51
01.01.2015;266041171;18210101012020000110;-115
01.01.2015;261020682;18210301000010000110;-1177,62
01.01.2015;266041510;18210604011020000110;-11,81
01.01.2015;266041510;18210101011010000110;-2602
01.01.2015;266041510;18210101012020000110;-23496,24
01.01.2015;266035555;18210501011010000110;-1000
01.01.2015;266029382;18211603010010000140;-2950
01.01.2015;266029382;18210301000010000110;-1251900,31
01.01.2015;266029382;18210101012020000110;-37314,01
01.01.2015;266029382;18210101011010000110;-4144,96
01.01.2015;266042030;18210101012020000110;-12289,62
01.01.2015;266042030;18210301000010000110;-3558,38
01.01.2015;266042030;18210101011010000110;-1364,45
01.01.2015;266029618;18210502010020000110;-1393,72
01.01.2015;266029456;18210602010020000110;-5,72
01.01.2015;266029456;18210502020020000110;-16,44
01.01.2015;266029456;18210501011010000110;-60,76
01.01.2015;266034625;18210501012010000110;-647,71
01.01.2015;7802772445;18210101012020000110;-1019696
01.01.2015;266042961;18210301000010000110;-24708,94
01.01.2015;266017620;18210602010020000110;-174,36
01.01.2015;266040393;18210301000010000110;-35,27
01.01.2015;266036630;18210301000010000110;-4448142,33
01.01.2015;266036630;18210101012020000110;-2141853,97
01.01.2015;266036630;18210604011020000110;-32,31
01.01.2015;266036630;18210101011010000110;-238121,05
01.01.2015;266036630;18210602010020000110;-7147,39
01.01.2015;266042633;18210101012020000110;-56697,05
01.01.2015;266042633;18210101011010000110;-6299,34
01.01.2015;266036397;18210301000010000110;-3,56
01.01.2015;266029865;18210301000010000110;-3889389
01.01.2015;266029865;18210604011020000110;-384,62
01.01.2015;266029865;18210602010020000110;-15841,24
01.01.2015;266034760;18210301000010000110;-554,8
01.01.2015;266035700;18211603010010000140;-200
01.01.2015;266042070;18210102010010000110;-9,47
01.01.2015;266036333;18210101012020000110;-9,41
01.01.2015;266036333;18210301000010000110;-69,62
01.01.2015;266036333;18210602010020000110;-31,7
01.01.2015;261013300;18210501050010000110;-46419,11
01.01.2015;3329011690;18210101011010000110;-528246,19
01.01.2015;3329011690;18210301000010000110;-5898739,19
01.01.2015;253003588;18210907052040000110;-48776,68
01.01.2015;253003588;18210907032040000110;-1208,44
01.01.2015;253003588;18210906010020000110;-84140,27
01.01.2015;253003588;18210904010020000110;-21603,94
01.01.2015;266035516;18210101011010000110;-0,59
01.01.2015;266035650;18210602010020000110;-1512,87
01.01.2015;266035650;18210101012020000110;-8432,46
01.01.2015;266035650;18210301000010000110;-307983,02
01.01.2015;266035650;18210101011010000110;-933,94
01.01.2015;266040932;18210301000010000110;-212,83
01.01.2015;266040932;18211603010010000140;-600
01.01.2015;266040932;18210101012020000110;-1126,76
01.01.2015;266040932;18210101011010000110;-125,29
01.01.2015;266026261;18210501022010000110;-40,07
01.01.2015;266026261;18210502020020000110;-51,84
01.01.2015;266026261;18210501030010000110;-36,34
01.01.2015;266041527;18210501011010000110;-39,21
01.01.2015;266034551;18210301000010000110;-6,92
01.01.2015;266034551;18210101011010000110;-1,56
01.01.2015;266040851;18210101012020000110;-1203,24
01.01.2015;266040851;18210101011010000110;-146,29
01.01.2015;266040851;18210301000010000110;-10214,87
01.01.2015;3702676081;18210101011010000110;-1216399,42
01.01.2015;3702676081;18210301000010000110;-8381413,05
01.01.2015;3702676081;18210401000010000110;-8702,15
01.01.2015;266042810;18211603010010000140;-400
01.01.2015;266041037;18210501011010000110;-7,19
01.01.2015;266042369;18210604011020000110;-54792,95
01.01.2015;266040594;18210501021010000110;-5075,43
01.01.2015;266035178;18210301000010000110;-565649,2
01.01.2015;266035178;18210101011010000110;-1708,76
01.01.2015;266035178;18210101012020000110;-430818,74
01.01.2015;266036615;18210301000010000110;-692,36
01.01.2015;266036615;18210101011010000110;-12,36
01.01.2015;266036615;18210101012020000110;-112,88
01.01.2015;266035467;18210101011010000110;-101,7
01.01.2015;266035467;18210101012020000110;-916,37
01.01.2015;266035467;18210301000010000110;-1603,09
01.01.2015;266041260;18210501011010000110;-1000
01.01.2015;6732033661;18210301000010000110;-1,68
01.01.2015;6732033661;18210101011010000110;-0,28
01.01.2015;268054377;18210301000010000110;-29639,89
01.01.2015;268054377;18210101011010000110;-220,25
01.01.2015;268054377;18210101012020000110;-1981,4
01.01.2015;268054377;18211603010010000140;-1200
01.01.2015;266042351;18210301000010000110;-50,65
01.01.2015;266040467;18210101012020000110;-22,58
01.01.2015;266040467;18210301000010000110;-41289,95
01.01.2015;266040876;18210301000010000110;-1000
01.01.2015;266043179;18210301000010000110;-4208,79
01.01.2015;266029431;18210101011010000110;-27
01.01.2015;266029431;18210909030080000110;-6
01.01.2015;266029431;18210301000010000110;-200
01.01.2015;266029431;18211603010010000140;-50
01.01.2015;266029431;18210909020070000110;-6
01.01.2015;266029431;18210909010010000110;-38
01.01.2015;266029431;18210101012020000110;-73
01.01.2015;269036123;18210101012020000110;-1735,27
01.01.2015;266036118;18211603010010000140;-400
01.01.2015;278126670;18210101011010000110;0
01.01.2015;278126670;18210101012020000110;0
01.01.2015;278126670;18210301000010000110;0
01.01.2015;278126670;18211603010010000140;0
01.01.2015;1215167604;18210301000010000110;-23801,08
01.01.2015;266040450;18210301000010000110;-12,42
01.01.2015;266035820;18210301000010000110;-76959
01.01.2015;266035820;18210101012020000110;-5970,21
01.01.2015;266035820;18210101011010000110;-5,9
01.01.2015;266035788;18210604011020000110;-1169,03
01.01.2015;266041164;18210301000010000110;-1001,02
01.01.2015;266042640;18210604011020000110;-48,7
01.01.2015;266035812;18210602010020000110;-0,76
01.01.2015;2223056089;18211603010010000140;-16200
01.01.2015;266040604;18210101012020000110;-8663,3
01.01.2015;266040604;18210101011010000110;-10,98
01.01.2015;266040604;18210502010020000110;-193,76
01.01.2015;266040900;18210101011010000110;-6,87
01.01.2015;266040900;18210101012020000110;-61,9
01.01.2015;266040900;18210301000010000110;-997,17
01.01.2015;266041083;18210501011010000110;-365,48
01.01.2015;2543019181;18210301000010000110;-556,95
01.01.2015;1328005065;18210301000010000110;-9,66
01.01.2015;266036573;18210101011010000110;-100
01.01.2015;266036573;18210101012020000110;-900
01.01.2015;266017323;18210901020040000110;-13530,9
01.01.2015;266017323;18210909030080000110;-525,39
01.01.2015;266017323;18210906010020000110;-0,08
01.01.2015;266017323;18210907012040000110;-12,41
01.01.2015;266017323;18210904010020000110;-29158,94
01.01.2015;266017323;18210301000010000110;-871102,21
01.01.2015;266017323;18210904030010000110;-13664,89
01.01.2015;266017323;18210604011020000110;-201414,9
01.01.2015;266017323;18210908040080000140;-1,65
01.01.2015;2634813264;18210101011010000110;-18259,47
01.01.2015;2634813264;18210301000010000110;-31554,18
01.01.2015;266042739;18210101012020000110;-8,88
01.01.2015;266042739;18210101011010000110;-0,99
01.01.2015;266042739;18210301000010000110;-408,62
01.01.2015;266024680;18210101011010000110;-8,88
01.01.2015;266024680;18210301000010000110;-6,69
01.01.2015;266024680;18211603010010000140;-200
01.01.2015;266024680;18210101012020000110;-84,2
01.01.2015;266036372;18210501011010000110;-98,44
01.01.2015;274127048;18210101011010000110;-8212,07
01.01.2015;274127048;18210301000010000110;-49619,45
01.01.2015;266034720;18211603010010000140;-200
01.01.2015;266034720;18210502010020000110;-2000
01.01.2015;266041206;18210502010020000110;-75,64
01.01.2015;266035234;18210502010020000110;-301,2
01.01.2015;266035234;18210501021010000110;-172,98
01.01.2015;266035185;18210101011010000110;-20459
01.01.2015;266035185;18210101012020000110;-184129
01.01.2015;3250517260;18210101011010000110;-59574,82
01.01.2015;266020559;18210907032040000110;-0,17
01.01.2015;266020559;18210901020040000110;-2,34
01.01.2015;266040386;18210604011020000110;-3,15
01.01.2015;266042104;18210301000010000110;-0,03
01.01.2015;266034512;18210101012020000110;-26947,4
01.01.2015;266034512;18210101011010000110;-2997
01.01.2015;266034512;18210301000010000110;-37138,67
01.01.2015;266034992;18210501021010000110;-1639,24
01.01.2015;266040516;18210502010020000110;-1000,44
01.01.2015;266040611;18210501050010000110;-21,05
01.01.2015;266036044;18210502010020000110;-19563
01.01.2015;266023214;18210901020040000110;-386,62
01.01.2015;266023214;18210908030070000140;-1026,63
01.01.2015;266023214;18210602010020000110;-95119,45
01.01.2015;266023214;18210905050010000110;-572,54
01.01.2015;266023214;18210907032040000110;-23,02
01.01.2015;266023214;18211603010010000140;-5000
01.01.2015;276118698;18210301000010000110;-1034,11
01.01.2015;266040770;18210501021010000110;-1000
01.01.2015;266035241;18210101011010000110;-6200,72
01.01.2015;266035241;18210301000010000110;-64732,2
01.01.2015;266035241;18210101012020000110;-55811,55
01.01.2015;266015069;18210904010020000110;-196,69
01.01.2015;266015069;18210703000010000110;-5,4
01.01.2015;266015069;18210909020070000110;-96,87
01.01.2015;266015069;18210909030080000110;-91,79
01.01.2015;266015069;18210904030010000110;-898,75
01.01.2015;266015069;18210907032040000110;-130,77
01.01.2015;266015069;18210909010010000110;-678,26
01.01.2015;266015069;18210901020040000110;-539,04
01.01.2015;266015069;18210907052040000110;-259
01.01.2015;266015069;18210301000010000110;-5121,9
01.01.2015;266042288;18210101012020000110;-44,25
01.01.2015;266042288;18210101011010000110;-165,15
01.01.2015;266042288;18210301000010000110;-241059,23
01.01.2015;2543033531;18210101011010000110;-207,17
01.01.2015;6165176896;18210101011010000110;-2550,59
01.01.2015;7717136304;18210101012020000110;-932905,32
01.01.2015;266005494;18211603010010000140;-800
01.01.2015;266018380;18210907032040000110;-8,65
01.01.2015;266018380;18210904030010000110;-0,27
01.01.2015;266035065;18210101011010000110;-1,08
01.01.2015;266035065;18210101012020000110;-9,71
01.01.2015;266035065;18210301000010000110;-68,15
01.01.2015;266036291;18210101012020000110;-13227,93
01.01.2015;266036291;18210101011010000110;-1499,23
01.01.2015;266036291;18210301000010000110;-34562,5
01.01.2015;274131975;18210501021010000110;-21,12
01.01.2015;274131975;18210101012020000110;-30,25
01.01.2015;1658066041;18210501011010000110;-1914,65
01.01.2015;1831137550;18210301000010000110;-84,12
01.01.2015;5609074181;18210602010020000110;-1,1
01.01.2015;5609074181;18210909010010000110;-0,01
01.01.2015;5609074181;18210909020070000110;-0,01
01.01.2015;5609074181;18210301000010000110;-417,13
01.01.2015;266041534;18210101012020000110;-10,5
01.01.2015;266041534;18210301000010000110;-98,1
01.01.2015;266041534;18210101011010000110;-1,33
01.01.2015;6678009121;18210101011010000110;-4574,86
01.01.2015;6678009121;18210101012020000110;-103999,19
01.01.2015;6732054975;18210101011010000110;-17,42
01.01.2015;6732054975;18210301000010000110;-676,55
01.01.2015;266036301;18211603010010000140;-200
01.01.2015;266035675;18210501011010000110;-3638,03
01.01.2015;266035379;18210501021010000110;-103,37
01.01.2015;266028935;18210909010010000110;-6611,53
01.01.2015;266028935;18211603010010000140;-50
01.01.2015;266028935;18210909020070000110;-836,93
01.01.2015;266028935;18210602010020000110;-59,15
01.01.2015;266028935;18210909030080000110;-888,91
01.01.2015;266018486;18210907032040000110;-44,23
01.01.2015;266018486;18210904030010000110;-1011,56
01.01.2015;266018486;18210904010020000110;-0,22
01.01.2015;266042993;18211603010010000140;-200
01.01.2015;266042993;18210301000010000110;-81544,92
01.01.2015;266042993;18210101011010000110;-2,05
01.01.2015;266042993;18210101012020000110;-18,41
01.01.2015;266035731;18210301000010000110;-14348,04
01.01.2015;266035731;18210101011010000110;-2505
01.01.2015;266035731;18210101012020000110;-22542,06
01.01.2015;266034463;18210101011010000110;-13,03
01.01.2015;266034463;18210101012020000110;-125,66
01.01.2015;266034463;18210604011020000110;-90,85
01.01.2015;266013150;18211603010010000140;-200
01.01.2015;266027723;18210502020020000110;-1000
01.01.2015;266040509;18210904030010000110;-23685,11
01.01.2015;266040509;18210501022010000110;-5413,05
01.01.2015;266040509;18210602010020000110;-62,87
01.01.2015;266040509;18211603010010000140;-3800
01.01.2015;266040509;18210906010020000110;-100,98
01.01.2015;266040509;18210901020040000110;-422,33
01.01.2015;266040509;18210102010010000110;-761303,43
01.01.2015;266040509;18210101012020000110;-4221,53
01.01.2015;266040509;18210904010020000110;-1021,04
01.01.2015;266040509;18210301000010000110;-1000
01.01.2015;266034833;18210502010020000110;-5012,34
01.01.2015;266041090;18210101011010000110;-3,47
01.01.2015;266041090;18210101012020000110;-30,99
01.01.2015;266041090;18210301000010000110;-75,34
01.01.2015;266040724;18210501011010000110;-24,46
01.01.2015;266040072;18210101011010000110;-100,52
01.01.2015;266040072;18210101012020000110;-1017,21
01.01.2015;266040072;18211603010010000140;-400
01.01.2015;278172725;18210101012020000110;-138,97
01.01.2015;278172725;18210301000010000110;-55,59
01.01.2015;278172725;18210101011010000110;-15,44
01.01.2015;266032956;18210301000010000110;-170,83
01.01.2015;266032956;18210101012020000110;-591,24
01.01.2015;266032956;18210101011010000110;-51,83
01.01.2015;266034520;18210501011010000110;-330,66
01.01.2015;266040354;18210501021010000110;-222,39
01.01.2015;266041157;18210501050010000110;-7,38
01.01.2015;266036421;18210501050010000110;-320,48
01.01.2015;266035925;18210301000010000110;-19845
01.01.2015;266032160;18210101012020000110;-8336,54
01.01.2015;266032160;18210602010020000110;-1000
01.01.2015;266032160;18210101011010000110;-1384,54
01.01.2015;266032160;18211603010010000140;-400
01.01.2015;266032160;18210301000010000110;-15916,53
01.01.2015;266034657;18210501011010000110;-1280,57
01.01.2015;268066358;18210301000010000110;-31,55
01.01.2015;268066358;18210101011010000110;-0,97
01.01.2015;266041277;18211603010010000140;-800
01.01.2015;266035932;18210301000010000110;-1000
01.01.2015;266041703;18210501011010000110;-0,06
01.01.2015;4028028772;18210101012020000110;-0,01
01.01.2015;266012269;18210908030070000140;-0,03
01.01.2015;266012269;18210703000010000110;-0,03
01.01.2015;266020453;18210907032040000110;-109,41
01.01.2015;266022108;18210909010010000110;-458
01.01.2015;266022108;18210602010020000110;-200
01.01.2015;266022108;18211603010010000140;-450
01.01.2015;266022108;18210909030080000110;-70
01.01.2015;266022108;18210904010020000110;-100
01.01.2015;266022108;18210301000010000110;-1200
01.01.2015;266022108;18210909020070000110;-72
01.01.2015;266022108;18210101011010000110;-324
01.01.2015;266022108;18210101012020000110;-876
01.01.2015;266029103;18210602010020000110;-663,79
01.01.2015;266029103;18210101011010000110;-11,68
01.01.2015;266029103;18210101012020000110;-84
01.01.2015;266029103;18210301000010000110;-3967,44
01.01.2015;266020358;18210301000010000110;-2,87
01.01.2015;266020358;18210909020070000110;-401,68
01.01.2015;266020358;18210909030080000110;-623,89
01.01.2015;266020358;18210909010010000110;-2026,71
01.01.2015;266028808;18210301000010000110;-84740,4
01.01.2015;266028808;18210602010020000110;-258,71
01.01.2015;266028808;18210604011020000110;-137,77
01.01.2015;266015870;18210301000010000110;-62,47
01.01.2015;266027730;18210101011010000110;-799,61
01.01.2015;266027730;18210602010020000110;0
01.01.2015;266027730;18210301000010000110;-47093,24
01.01.2015;266027730;18210101012020000110;-7196,84
01.01.2015;266027730;18210909010010000110;-677,75
01.01.2015;266027730;18210909020070000110;-327,6
01.01.2015;266027730;18210909030080000110;-350,21
01.01.2015;266027730;18211603010010000140;-200
01.01.2015;266023831;18210502010020000110;-4514
01.01.2015;266027280;18210602010020000110;-1039,32
01.01.2015;266027280;18210909010010000110;-0,39
01.01.2015;266027280;18210909020070000110;-3,66
01.01.2015;266027280;18210301000010000110;-3,38
01.01.2015;266027280;18211603010010000140;-100
01.01.2015;266027280;18210909030080000110;-10,55
01.01.2015;266031102;18210301000010000110;-0,01
01.01.2015;266028558;18210604011020000110;-38,42
01.01.2015;266028004;18210301000010000110;-87246,41
01.01.2015;266028004;18210604011020000110;-17,66
01.01.2015;266015647;18210101011010000110;-965,17
01.01.2015;266015647;18210907052040000110;-604,9
01.01.2015;266015647;18210908040080000140;-0,25
01.01.2015;266015647;18210904030010000110;-806,74
01.01.2015;266015647;18210901020040000110;-371,16
01.01.2015;266015647;18210101012020000110;-1856,26
01.01.2015;266015647;18210904010020000110;-238,52
01.01.2015;266015647;18210301000010000110;-4919
01.01.2015;266015647;18210907032040000110;-70,41
01.01.2015;266022813;18210301000010000110;-189,63
01.01.2015;266022813;18210602010020000110;-100,57
01.01.2015;266022813;18210909020070000110;-0,04
01.01.2015;266027226;18210502020020000110;-76279,7
01.01.2015;266020333;18210301000010000110;-19,47
01.01.2015;266024095;18210101012020000110;-34,56
01.01.2015;266024095;18210301000010000110;-1217,17
01.01.2015;266024360;18210909020070000110;-6
01.01.2015;266024360;18210101012020000110;-73
01.01.2015;266024360;18210909010010000110;-38
01.01.2015;266024360;18210909030080000110;-6
01.01.2015;266024360;18210301000010000110;-1100
01.01.2015;266024345;18210101012020000110;-1
01.01.2015;266015566;18210909010010000110;-4,07
01.01.2015;266028928;18210301000010000110;-5772,01
01.01.2015;266028928;18210502010020000110;-11360,08
01.01.2015;266026328;18210301000010000110;-3014,18
01.01.2015;266026328;18210909030080000110;-0,01
01.01.2015;266014690;18210906010020000110;-13084,56
01.01.2015;266014690;18210501030010000110;-18334,95
01.01.2015;266014690;18210301000010000110;-91624,15
01.01.2015;266014690;18210904010020000110;-2199,98
01.01.2015;266022362;18210904010020000110;-4,32
01.01.2015;266022362;18210301000010000110;-4,55
01.01.2015;266022362;18210907032040000110;-1,16
01.01.2015;266034047;18210101011010000110;-81
01.01.2015;266034047;18210101012020000110;-731,33
01.01.2015;266034047;18210301000010000110;-73535,51
01.01.2015;266015291;18211603010010000140;-50
01.01.2015;266015291;18210907032040000110;-20,32
01.01.2015;266032530;18210501021010000110;-169886,57
01.01.2015;266034826;18210301000010000110;-18981,17
01.01.2015;266034826;18210602010020000110;-21455,81
01.01.2015;266034826;18210101012020000110;-1032,21
01.01.2015;266034826;18210604011020000110;-37889,38
01.01.2015;266034826;18210101011010000110;-105,95
01.01.2015;266034343;18210301000010000110;-126923,36
01.01.2015;266034343;18210101012020000110;-5760,98
01.01.2015;266034343;18210602010020000110;-34731,84
01.01.2015;266034343;18210604011020000110;-83204,14
01.01.2015;266020894;18210604011020000110;-200
01.01.2015;266020894;18210501022010000110;-100
01.01.2015;266020894;18210301000010000110;-1116,61
01.01.2015;266020894;18210904010020000110;-152,05
01.01.2015;266020894;18210901020040000110;-19,61
01.01.2015;266020894;18210907032040000110;-0,87
01.01.2015;266020894;18210101011010000110;-0,63
01.01.2015;266020894;18210909030080000110;-270,64
01.01.2015;266020894;18210101012020000110;-144,15
01.01.2015;266020894;18210502020020000110;-4,28
01.01.2015;266020894;18210909010010000110;-107,81
01.01.2015;266020894;18210909020070000110;-23,13
01.01.2015;7714794383;18210502010020000110;-40137,47
01.01.2015;266019779;18210907032040000110;-37,95
01.01.2015;266019779;18210904010020000110;-196,2
01.01.2015;266019779;18210909030080000110;-10,11
01.01.2015;266019779;18210501022010000110;-999,65
01.01.2015;266019779;18210909020070000110;-11,24
01.01.2015;266029985;18210501012010000110;-92192,43
01.01.2015;266029939;18211606000010000140;-40000
01.01.2015;266015083;18210907032040000110;-1,94
01.01.2015;266015083;18210907052040000110;-253,88
01.01.2015;266015083;18210301000010000110;-210,51
01.01.2015;266015083;18210904010020000110;-18
01.01.2015;266015083;18210906010020000110;-37,11
01.01.2015;266015083;18210907012040000110;-101,8
01.01.2015;266015083;18210908040080000140;-0,39
01.01.2015;266015083;18210908060010000140;-0,25
01.01.2015;266020446;18210909030080000110;-10,12
01.01.2015;266020446;18210904010020000110;-100
01.01.2015;266020446;18210101012020000110;-60
01.01.2015;266020446;18210909010010000110;-78,64
01.01.2015;266020446;18210901020040000110;-8
01.01.2015;266020446;18210907032040000110;-123,62
01.01.2015;266020446;18210101011010000110;-32
01.01.2015;266020446;18210909020070000110;-11,24
01.01.2015;266019320;18210904030010000110;-28,46
01.01.2015;266019320;18210909010010000110;-398,66
01.01.2015;266019320;18210907032040000110;-6,17
01.01.2015;266021016;18210301000010000110;-100,2
01.01.2015;266021016;18210909020070000110;-1033,33
01.01.2015;266021016;18210907032040000110;-44,53
01.01.2015;266021016;18210602010020000110;-757,99
01.01.2015;266021016;18210904010020000110;-514
01.01.2015;266021016;18211603010010000140;-100
01.01.2015;266021016;18210901020040000110;-1,58
01.01.2015;266021016;18210909030080000110;-1103,6
01.01.2015;266021016;18210909010010000110;-12309,38
01.01.2015;266015534;18210906010020000110;-10567,49
01.01.2015;266015534;18210907032040000110;-333,86
01.01.2015;266015534;18210908040080000140;-0,5
01.01.2015;266015534;18210907052040000110;-132,09
01.01.2015;266015534;18210909020070000110;-8410,45
01.01.2015;266015534;18210908060010000140;-0,19
01.01.2015;266015534;18210909030080000110;-724,61
01.01.2015;266015534;18210909010010000110;-2435,16
01.01.2015;266015534;18210101012020000110;-7187,37
01.01.2015;266015534;18210301000010000110;-100
01.01.2015;266015534;18210904030010000110;-3272,94
01.01.2015;266015534;18210904010020000110;-21,3
01.01.2015;266015534;18210901020040000110;-1821,98
01.01.2015;266015534;18210101011010000110;-2370,08
01.01.2015;266015380;18210101012020000110;-929
01.01.2015;266015380;18210101011010000110;-974
01.01.2015;266015380;18210901020040000110;-374
01.01.2015;266015380;18210301000010000110;-708,52
01.01.2015;266015380;18210904010020000110;-166
01.01.2015;266030035;18210501050010000110;-0,01
01.01.2015;266033491;18210501050010000110;-47,16
01.01.2015;266031039;18210501011010000110;-3840
01.01.2015;266033124;18210101012020000110;-4,64
01.01.2015;266033124;18210101011010000110;-0,42
01.01.2015;266033124;18210301000010000110;-2,5
01.01.2015;266034128;18210501011010000110;-1000
01.01.2015;266034128;18211603010010000140;-400
01.01.2015;266022933;18210101012020000110;-13,03
01.01.2015;266022933;18210301000010000110;-74,84
01.01.2015;266022933;18210101011010000110;-0,5
01.01.2015;266024553;18211603010010000140;-5000
01.01.2015;266024553;18210501022010000110;-11381,37
01.01.2015;261013477;18210502010020000110;-4,41
01.01.2015;261013477;18210301000010000110;-109,56
01.01.2015;261013477;18210301000010000110;-234,92
01.01.2015;266016619;18210501011010000110;-36286,48
01.01.2015;266018119;18210908030070000140;-58,8
01.01.2015;266018119;18210907032040000110;-91,62
01.01.2015;266030733;18210502010020000110;-54120,32
01.01.2015;266030733;18210301000010000110;-7718
01.01.2015;266013992;18211603010010000140;-1300
01.01.2015;266013992;18210907032040000110;-36,92
01.01.2015;266013992;18210101012020000110;-4508,5
01.01.2015;266013992;18210904030010000110;-2199,12
01.01.2015;266013992;18210301000010000110;-6419,3
01.01.2015;266013992;18210101011010000110;-500
01.01.2015;266013992;18210901020040000110;-0,68
01.01.2015;266013992;18210602010020000110;-100,18
01.01.2015;266025268;18210101012020000110;-900
01.01.2015;266025268;18210101011010000110;-100
01.01.2015;266032339;18210301000010000110;-112129,02
01.01.2015;266016224;18210901020040000110;-0,09
01.01.2015;266016224;18210908060010000140;-4,93
01.01.2015;266016224;18210908040080000140;-12,58
01.01.2015;266016224;18210909030080000110;-135,75
01.01.2015;266016224;18210907052040000110;-20,62
01.01.2015;266016224;18210909010010000110;-1190,11
01.01.2015;266016224;18210908020060000140;-98,93
01.01.2015;266016224;18210904010020000110;-2533,49
01.01.2015;266016224;18210602010020000110;-796,94
01.01.2015;266016224;18210908030070000140;-202,38
01.01.2015;266016224;18210909020070000110;-149,19
01.01.2015;266016224;18210906010020000110;-2687,81
01.01.2015;266016224;18210904030010000110;-945,65
01.01.2015;266016224;18210907032040000110;-1038,33
01.01.2015;266016224;18210301000010000110;-542,02
01.01.2015;266032603;18210602010020000110;-0,27
01.01.2015;266032603;18210301000010000110;-202024,47
01.01.2015;266030236;18210501030010000110;-216,46
01.01.2015;266029216;18210602010020000110;-0,09
01.01.2015;266029216;18210301000010000110;-9,79
01.01.2015;266029216;18210301000010000110;-105,1
01.01.2015;266030719;18210502020020000110;-4827,17
01.01.2015;266030719;18210501012010000110;-2377,42
01.01.2015;266027931;18210301000010000110;-3,29
01.01.2015;266020397;18210907032040000110;-107,68
01.01.2015;266020397;18210907052040000110;-3098,78
01.01.2015;266020397;18210905050010000110;-273,83
01.01.2015;266020397;18210904030010000110;-3848,65
