ƒ‡Ú‡;»ÌÌ; ¡ ;—‡Î¸‰Ó
01.03.2015;0266041171;18210101012020000110;-79,99
01.03.2015;0266041171;18210101011010000110;-9,25
01.03.2015;0266041171;18210301000010000110;-17,51
01.03.2015;0266041510;18210101012020000110;-77,24
01.03.2015;0266041510;18210604011020000110;-11,81
01.03.2015;0266041510;18210101011010000110;-0,07
01.03.2015;0266029382;18210301000010000110;-1258338,02
01.03.2015;0266029382;18210101012020000110;-37508,68
01.03.2015;0266029382;18210101011010000110;-4166,6
01.03.2015;0266029382;18211603010010000140;-2950
01.03.2015;0266042030;18210101011010000110;-1374,39
01.03.2015;0266042030;18210101012020000110;-12379,16
01.03.2015;0266042030;18210301000010000110;-3583,8
01.03.2015;0266029456;18210502020020000110;-16,44
01.03.2015;0266029456;18210602010020000110;-5,72
01.03.2015;0266029456;18210501011010000110;-60,76
01.03.2015;0266034625;18210501012010000110;-647,71
01.03.2015;0266042961;18210301000010000110;-25245,77
01.03.2015;0266040393;18210301000010000110;-35,27
01.03.2015;0266036630;18210101012020000110;-53279,58
01.03.2015;0266036630;18210301000010000110;-4157822,01
01.03.2015;0266036630;18210602010020000110;-3118,86
01.03.2015;0266036630;18210604011020000110;-50,31
01.03.2015;0266036630;18210101011010000110;-5919,94
01.03.2015;0266042633;18210101011010000110;-6347,22
01.03.2015;0266042633;18210101012020000110;-57127,91
01.03.2015;0266036397;18210301000010000110;-3,56
01.03.2015;0266029865;18210606032040000110;-909130,93
01.03.2015;0266029865;18210604011020000110;-1213,19
01.03.2015;0266029865;18210301000010000110;-6758962
01.03.2015;0266034760;18210301000010000110;-558,16
01.03.2015;0266035700;18211603010010000140;-200
01.03.2015;0266042070;18210102010010000110;-9,47
01.03.2015;0266036333;18210602010020000110;-7,97
01.03.2015;0261013300;18210501050010000110;-46727,34
01.03.2015;3329011690;18210101011010000110;-530863,41
01.03.2015;3329011690;18210301000010000110;-5933955,91
01.03.2015;3329011690;18210909030080000110;-13,01
01.03.2015;0253003588;18210907052040000110;-48835,04
01.03.2015;0253003588;18210904010020000110;-21628,27
01.03.2015;0253003588;18210907032040000110;-1210,68
01.03.2015;0253003588;18210906010020000110;-84349,78
01.03.2015;0266035516;18210101011010000110;-0,59
01.03.2015;0266035650;18210301000010000110;-310115,27
01.03.2015;0266035650;18210101011010000110;-939,82
01.03.2015;0266035650;18210602010020000110;-1523,75
01.03.2015;0266035650;18210101012020000110;-8485,32
01.03.2015;0266040932;18210101012020000110;-1128,4
01.03.2015;0266040932;18210301000010000110;-214,43
01.03.2015;0266040932;18211603010010000140;-600
01.03.2015;0266040932;18210101011010000110;-125,5
01.03.2015;0266026261;18210502020020000110;-51,84
01.03.2015;0266026261;18210501022010000110;-40,07
01.03.2015;0266026261;18210501030010000110;-36,34
01.03.2015;0266034551;18210101011010000110;-1,56
01.03.2015;0266034551;18210301000010000110;-1670,3
01.03.2015;0266040851;18210101012020000110;-1190,72
01.03.2015;0266040851;18210301000010000110;-63139,83
01.03.2015;0266040851;18210101011010000110;-144,84
01.03.2015;3702676081;18210401000010000110;-8736,53
01.03.2015;3702676081;18210101011010000110;-1222903,88
01.03.2015;3702676081;18210301000010000110;-8429212,2
01.03.2015;0266042810;18211603010010000140;-400
01.03.2015;0266041037;18210501011010000110;-7,19
01.03.2015;0266042369;18210604011020000110;-87949,4
01.03.2015;0266040594;18210501021010000110;-5075,43
01.03.2015;0266035178;18210101012020000110;-433614,77
01.03.2015;0266035178;18210101011010000110;-1708,76
01.03.2015;0266035178;18210301000010000110;-569255,04
01.03.2015;0266036615;18210301000010000110;-868,77
01.03.2015;0266036615;18210101011010000110;-12,48
01.03.2015;0266036615;18210101012020000110;-113,73
01.03.2015;0266035467;18210101011010000110;-101,82
01.03.2015;0266035467;18210301000010000110;-1614,29
01.03.2015;0266035467;18210101012020000110;-917,21
01.03.2015;0266043115;18210502010020000110;-26,42
01.03.2015;0266041260;18210501011010000110;-316,93
01.03.2015;0266034939;18210604011020000110;-6,57
01.03.2015;6732033661;18210301000010000110;-1,68
01.03.2015;6732033661;18210101011010000110;-0,28
01.03.2015;0268054377;18210101012020000110;-1981,92
01.03.2015;0268054377;18211603010010000140;-1200
01.03.2015;0268054377;18210101011010000110;-220,32
01.03.2015;0268054377;18210301000010000110;-29787,03
01.03.2015;0266042351;18210301000010000110;-40,35
01.03.2015;0266040467;18210301000010000110;-20678,01
01.03.2015;0266043179;18210301000010000110;-4241,16
01.03.2015;0266029431;18210909010010000110;-38
01.03.2015;0266029431;18210909030080000110;-6
01.03.2015;0266029431;18210101011010000110;-27
01.03.2015;0266029431;18210101012020000110;-73
01.03.2015;0266029431;18211603010010000140;-50
01.03.2015;0266029431;18210301000010000110;-200
01.03.2015;0266029431;18210909020070000110;-6
01.03.2015;0269036123;18210101012020000110;-863,65
01.03.2015;0266036118;18211603010010000140;-400
01.03.2015;1215167604;18210301000010000110;-8925,67
01.03.2015;0266040450;18210301000010000110;-12,42
01.03.2015;0266035820;18210101011010000110;-3,89
01.03.2015;0266035820;18210301000010000110;-77358,49
01.03.2015;0266035820;18210101012020000110;-3153,3
01.03.2015;0266035788;18210604011020000110;-1169,03
01.03.2015;0266041164;18210301000010000110;-2005,89
01.03.2015;0266042640;18210604011020000110;-55,92
01.03.2015;0266035812;18210602010020000110;-0,76
01.03.2015;2223056089;18211603010010000140;-16200
01.03.2015;0266040604;18210101011010000110;-1,16
01.03.2015;0266040604;18210101012020000110;-3371,09
01.03.2015;0266040604;18210502010020000110;-28,02
01.03.2015;0266040604;18210301000010000110;-1000
01.03.2015;0266040900;18210301000010000110;-1977,75
01.03.2015;0266041083;18210604011020000110;-0,5
01.03.2015;0266041083;18210501011010000110;-365,48
01.03.2015;2543019181;18210301000010000110;-561,12
01.03.2015;1328005065;18210301000010000110;-9,66
01.03.2015;0266017323;18210907012040000110;-12,41
01.03.2015;0266017323;18210906010020000110;-0,08
01.03.2015;0266017323;18210301000010000110;-1681031,38
01.03.2015;0266017323;18210904010020000110;-29158,94
01.03.2015;0266017323;18210909030080000110;-525,39
01.03.2015;0266017323;18210604011020000110;-268479,68
01.03.2015;0266017323;18210901020040000110;-13530,9
01.03.2015;0266017323;18210904030010000110;-13664,89
01.03.2015;0266017323;18210908040080000140;-1,65
01.03.2015;0266042739;18210101012020000110;-8,88
01.03.2015;0266042739;18210101011010000110;-0,99
01.03.2015;0266042739;18210301000010000110;-13724,62
01.03.2015;0266024680;18210101011010000110;-8,88
01.03.2015;0266024680;18210301000010000110;-6,69
01.03.2015;0266024680;18210101012020000110;-84,2
01.03.2015;0266035259;18210501011010000110;-162,19
01.03.2015;0266036372;18210501011010000110;-98,44
01.03.2015;0274127048;18210301000010000110;-49941,41
01.03.2015;0274127048;18210101011010000110;-8265,58
01.03.2015;0266035234;18210501021010000110;-172,98
01.03.2015;0266035234;18210502010020000110;-301,2
01.03.2015;3250517260;18210101011010000110;-59996,06
01.03.2015;0266020559;18210907032040000110;-0,17
01.03.2015;0266020559;18210901020040000110;-2,34
01.03.2015;0266040386;18210604011020000110;-93175,64
01.03.2015;0266042104;18210301000010000110;-0,03
01.03.2015;0266034512;18210101012020000110;-26947,4
01.03.2015;0266034512;18210101011010000110;-297
01.03.2015;0266034512;18210301000010000110;-59360,66
01.03.2015;0266034992;18210501021010000110;-1639,24
01.03.2015;0266040611;18210501050010000110;-21,05
01.03.2015;0266040516;18210502010020000110;-1000,44
01.03.2015;0266036460;18210301000010000110;-1000
01.03.2015;0266023214;18211603010010000140;-5000
01.03.2015;0266023214;18210908030070000140;-1026,63
01.03.2015;0266023214;18210907032040000110;-23,1
01.03.2015;0266023214;18210905050010000110;-572,59
01.03.2015;0266023214;18210602010020000110;-95603,15
01.03.2015;0266023214;18210901020040000110;-386,62
01.03.2015;0276118698;18210301000010000110;-1068,36
01.03.2015;0266042986;18210501021010000110;-325,16
01.03.2015;0266035241;18210101012020000110;-56207,69
01.03.2015;0266035241;18210301000010000110;-65187,34
01.03.2015;0266035241;18210101011010000110;-6244,74
01.03.2015;0266015069;18210907032040000110;-130,77
01.03.2015;0266015069;18210901020040000110;-539,04
01.03.2015;0266015069;18210909010010000110;-678,26
01.03.2015;0266015069;18210904030010000110;-898,75
01.03.2015;0266015069;18210909030080000110;-91,79
01.03.2015;0266015069;18210909020070000110;-96,87
01.03.2015;0266015069;18210703000010000110;-5,4
01.03.2015;0266015069;18210301000010000110;-5136,4
01.03.2015;0266015069;18210907052040000110;-259
01.03.2015;0266015069;18210904010020000110;-196,69
01.03.2015;0266042288;18210301000010000110;-287813,64
01.03.2015;0266042288;18210101012020000110;-34,94
01.03.2015;0266042288;18210101011010000110;-166,4
01.03.2015;2543033531;18210101011010000110;-208,79
01.03.2015;7717136304;18210101012020000110;-5468,44
01.03.2015;0266005494;18211603010010000140;-800
01.03.2015;0266018380;18210907032040000110;-8,65
01.03.2015;0266018380;18210904030010000110;-0,27
01.03.2015;0266035065;18210101012020000110;-9,71
01.03.2015;0266035065;18210301000010000110;-68,15
01.03.2015;0266035065;18210101011010000110;-1,08
01.03.2015;0266036291;18210101012020000110;-13312,6
01.03.2015;0266036291;18210101011010000110;-1508,69
01.03.2015;0266036291;18210301000010000110;-34789,14
01.03.2015;0274131975;18210501021010000110;-21,12
01.03.2015;0274131975;18210101012020000110;-30,25
01.03.2015;1658066041;18210501011010000110;-1126,26
01.03.2015;0266036005;18210501011010000110;-101,33
01.03.2015;1831137550;18210301000010000110;-83,8
01.03.2015;5609074181;18210909010010000110;-0,01
01.03.2015;5609074181;18210602010020000110;-1,1
01.03.2015;5609074181;18210909020070000110;-0,01
01.03.2015;0266041534;18210301000010000110;-1,46
01.03.2015;6678009121;18210101012020000110;-104785,45
01.03.2015;6678009121;18210101011010000110;-4609,82
01.03.2015;6678009121;18211603010010000140;-200
01.03.2015;6732054975;18210101011010000110;-17,42
01.03.2015;6732054975;18210301000010000110;-676,55
01.03.2015;0266036301;18211603010010000140;-200
01.03.2015;0266035675;18210501011010000110;-3660,83
01.03.2015;0266028935;18211603010010000140;-50
01.03.2015;0266028935;18210909030080000110;-893,06
01.03.2015;0266028935;18210909020070000110;-840,82
01.03.2015;0266028935;18210602010020000110;-59,15
01.03.2015;0266028935;18210909010010000110;-6641,99
01.03.2015;0266018486;18210907032040000110;-44,23
01.03.2015;0266018486;18210904030010000110;-1011,56
01.03.2015;0266018486;18210904010020000110;-0,22
01.03.2015;0266042993;18210301000010000110;-160492,71
01.03.2015;0266035731;18210101012020000110;-11496,97
01.03.2015;0266035731;18210301000010000110;-14401,81
01.03.2015;0266035731;18210101011010000110;-2524,07
01.03.2015;0266034463;18210101012020000110;-125,66
01.03.2015;0266034463;18210604011020000110;-90,85
01.03.2015;0266034463;18210101011010000110;-13,03
01.03.2015;0266027723;18210502020020000110;-1000
01.03.2015;0266040509;18210101012020000110;-4221,53
01.03.2015;0266040509;18210901020040000110;-422,33
01.03.2015;0266040509;18210602010020000110;-62,87
01.03.2015;0266040509;18210904010020000110;-1021,04
01.03.2015;0266040509;18210501022010000110;-5413,05
01.03.2015;0266040509;18210906010020000110;-100,98
01.03.2015;0266040509;18210301000010000110;-1000
01.03.2015;0266040509;18211603010010000140;-3800
01.03.2015;0266040509;18210102010010000110;-763691,02
01.03.2015;0266040509;18210904030010000110;-23729,21
01.03.2015;0266034833;18210502010020000110;-5041,46
01.03.2015;0266040724;18210501011010000110;-24,46
01.03.2015;0266040072;18210101011010000110;-100,52
01.03.2015;0266040072;18210101012020000110;-1018,05
01.03.2015;0266040072;18211603010010000140;-400
01.03.2015;0278172725;18210101012020000110;-138,97
01.03.2015;0278172725;18210301000010000110;-55,59
01.03.2015;0278172725;18210101011010000110;-15,44
01.03.2015;0266032956;18210301000010000110;-170,83
01.03.2015;0266032956;18210101012020000110;-591,24
01.03.2015;0266032956;18210101011010000110;-51,83
01.03.2015;0266034520;18210501011010000110;-330,66
01.03.2015;0266040354;18210501021010000110;-222,39
01.03.2015;0266041157;18210501050010000110;-7,38
01.03.2015;0266036421;18210501050010000110;-320,48
01.03.2015;0266032160;18210101012020000110;-8400,06
01.03.2015;0266032160;18210602010020000110;-1000
01.03.2015;0266032160;18211603010010000140;-400
01.03.2015;0266032160;18210301000010000110;-16034,27
01.03.2015;0266032160;18210101011010000110;-1395,15
01.03.2015;0266034657;18210501011010000110;-1280,57
01.03.2015;0268066358;18210101011010000110;-0,97
01.03.2015;0268066358;18210301000010000110;-31,55
01.03.2015;0266041277;18211603010010000140;-800
01.03.2015;0266035932;18210301000010000110;-1000
01.03.2015;0266041284;18210501021010000110;-497,94
01.03.2015;0266012269;18210703000010000110;-0,03
01.03.2015;0266012269;18210908030070000140;-0,03
01.03.2015;0266020453;18210907032040000110;-109,77
01.03.2015;0266022108;18210909020070000110;-72
01.03.2015;0266022108;18210909030080000110;-70
01.03.2015;0266022108;18210101011010000110;-324
01.03.2015;0266022108;18210909010010000110;-458
01.03.2015;0266022108;18210301000010000110;-1200
01.03.2015;0266022108;18210101012020000110;-876
01.03.2015;0266022108;18210904010020000110;-100
01.03.2015;0266022108;18210602010020000110;-200
01.03.2015;0266022108;18211603010010000140;-450
01.03.2015;0266029103;18210301000010000110;-4362,94
01.03.2015;0266029103;18210602010020000110;-29,8
01.03.2015;0266029103;18210101011010000110;-11,78
01.03.2015;0266029103;18210101012020000110;-84
01.03.2015;0266029015;18211603010010000140;-400
01.03.2015;0266020358;18210301000010000110;-2,88
01.03.2015;0266020358;18210909030080000110;-626,14
01.03.2015;0266020358;18210909020070000110;-403,08
01.03.2015;0266020358;18210909010010000110;-2034,13
01.03.2015;0266028808;18210602010020000110;-27,87
01.03.2015;0266028808;18210604011020000110;-137,77
01.03.2015;0266028808;18210301000010000110;-46508,37
01.03.2015;0266027280;18210301000010000110;-3,38
01.03.2015;0266027280;18210909020070000110;-3,66
01.03.2015;0266027280;18210909010010000110;-0,39
01.03.2015;0266027280;18211603010010000140;-100
01.03.2015;0266027280;18210602010020000110;-1044,43
01.03.2015;0266027280;18210909030080000110;-10,55
01.03.2015;0266031102;18210604011020000110;-364,55
01.03.2015;0266031102;18210301000010000110;-2,01
01.03.2015;0266028558;18210604011020000110;-38,42
01.03.2015;0266028004;18210604011020000110;-17,66
01.03.2015;0266028004;18210301000010000110;-67764,44
01.03.2015;0266015647;18210907032040000110;-70,41
01.03.2015;0266015647;18210101011010000110;-965,17
01.03.2015;0266015647;18210908040080000140;-0,25
01.03.2015;0266015647;18210907052040000110;-604,9
01.03.2015;0266015647;18210101012020000110;-1856,26
01.03.2015;0266015647;18210904030010000110;-806,74
01.03.2015;0266015647;18210901020040000110;-371,16
01.03.2015;0266015647;18210301000010000110;-4919
01.03.2015;0266015647;18210904010020000110;-238,52
01.03.2015;0266022813;18210909020070000110;-0,04
01.03.2015;0266022813;18210602010020000110;-100,57
01.03.2015;0266022813;18210301000010000110;-190,78
01.03.2015;0266020333;18210301000010000110;-19,47
01.03.2015;0266024095;18210301000010000110;-1217,17
01.03.2015;0266024095;18210101012020000110;-34,56
01.03.2015;0266024360;18210909020070000110;-6
01.03.2015;0266024360;18210301000010000110;-1100
01.03.2015;0266024360;18210909030080000110;-6
01.03.2015;0266024360;18210101012020000110;-73
01.03.2015;0266024360;18210909010010000110;-38
01.03.2015;0266024345;18210101012020000110;-1
01.03.2015;0266015566;18210909010010000110;-4,07
01.03.2015;0266015566;18210604011020000110;-33,37
01.03.2015;0266025532;18210301000010000110;-253,59
01.03.2015;0266028928;18210502010020000110;-57,17
01.03.2015;0266028928;18210301000010000110;-2949,19
01.03.2015;0266026328;18210909030080000110;-0,01
01.03.2015;0266026328;18210301000010000110;-3026,63
01.03.2015;0266014690;18210301000010000110;-92579,86
01.03.2015;0266014690;18210904010020000110;-2199,98
01.03.2015;0266014690;18210906010020000110;-13084,56
01.03.2015;0266014690;18210501030010000110;-18404,33
01.03.2015;0266022362;18210907032040000110;-1,16
01.03.2015;0266022362;18210904010020000110;-4,32
01.03.2015;0266022362;18210301000010000110;-4,55
01.03.2015;0266034047;18210301000010000110;-74006,14
01.03.2015;0266034047;18210101012020000110;-736,09
01.03.2015;0266034047;18210101011010000110;-81,55
01.03.2015;0266015291;18211603010010000140;-50
01.03.2015;0266015291;18210907032040000110;-20,32
01.03.2015;0266032530;18210501021010000110;-171045,43
01.03.2015;6324020865;18210301000010000110;-1530,21
01.03.2015;6324020865;18210101011010000110;-138,14
01.03.2015;0266034826;18210604011020000110;-44848,73
01.03.2015;0266034826;18210301000010000110;-30271,14
01.03.2015;0266034826;18210101011010000110;-105,98
01.03.2015;0266034826;18210101012020000110;-1032,42
01.03.2015;0266034826;18210602010020000110;-21603,35
01.03.2015;0266034343;18210602010020000110;-34982,78
01.03.2015;0266034343;18210101012020000110;-5786,8
01.03.2015;0266034343;18210301000010000110;-127821,72
01.03.2015;0266034343;18210604011020000110;-112985,03
01.03.2015;0266020894;18210909010010000110;-107,81
01.03.2015;0266020894;18210901020040000110;-19,61
01.03.2015;0266020894;18210101011010000110;-0,63
01.03.2015;0266020894;18210904010020000110;-152,05
01.03.2015;0266020894;18210909020070000110;-23,13
01.03.2015;0266020894;18210301000010000110;-1116,61
01.03.2015;0266020894;18210101012020000110;-144,15
01.03.2015;0266020894;18210604011020000110;-200
01.03.2015;0266020894;18210907032040000110;-0,87
01.03.2015;0266020894;18210502020020000110;-4,28
01.03.2015;0266020894;18210501022010000110;-100
01.03.2015;0266020894;18210909030080000110;-270,75
01.03.2015;7714794383;18210502010020000110;-40384,66
01.03.2015;0266019779;18210501022010000110;-999,65
01.03.2015;0266019779;18210904010020000110;-196,2
01.03.2015;0266019779;18210907032040000110;-37,95
01.03.2015;0266019779;18210909030080000110;-10,11
01.03.2015;0266019779;18210909020070000110;-11,24
01.03.2015;0266032931;18210501011010000110;-4,62
01.03.2015;0266029985;18210501012010000110;-92681,32
01.03.2015;0266029939;18211606000010000140;-40000
01.03.2015;0266015083;18210904010020000110;-18
01.03.2015;0266015083;18210908040080000140;-0,39
01.03.2015;0266015083;18210301000010000110;-210,51
01.03.2015;0266015083;18210907052040000110;-253,88
01.03.2015;0266015083;18210908060010000140;-0,25
01.03.2015;0266015083;18210907012040000110;-101,8
01.03.2015;0266015083;18210907032040000110;-1,94
01.03.2015;0266015083;18210906010020000110;-37,11
01.03.2015;0274141540;18210502010020000110;-18,62
01.03.2015;0266020446;18210909020070000110;-11,24
01.03.2015;0266020446;18210909030080000110;-10,12
01.03.2015;0266020446;18210901020040000110;-8
01.03.2015;0266020446;18210904010020000110;-100
01.03.2015;0266020446;18210907032040000110;-124,02
01.03.2015;0266020446;18210101012020000110;-60
01.03.2015;0266020446;18210101011010000110;-32
01.03.2015;0266020446;18210909010010000110;-78,64
01.03.2015;0266019320;18210909010010000110;-398,66
01.03.2015;0266019320;18210904030010000110;-28,46
01.03.2015;0266019320;18210907032040000110;-6,17
01.03.2015;0266021016;18210904010020000110;-515,43
01.03.2015;0266021016;18210909030080000110;-1107,83
01.03.2015;0266021016;18210901020040000110;-1,58
01.03.2015;0266021016;18210909010010000110;-12364,27
01.03.2015;0266021016;18210907032040000110;-44,67
01.03.2015;0266021016;18210301000010000110;-100,2
01.03.2015;0266021016;18211603010010000140;-100
01.03.2015;0266021016;18210909020070000110;-1037,47
01.03.2015;0266021016;18210602010020000110;-760,87
01.03.2015;0266015534;18210904010020000110;-21,3
01.03.2015;0266015534;18210101012020000110;-7194,72
01.03.2015;0266015534;18210908060010000140;-0,19
01.03.2015;0266015534;18210909030080000110;-724,61
01.03.2015;0266015534;18210906010020000110;-10596,57
01.03.2015;0266015534;18210904030010000110;-3280,35
01.03.2015;0266015534;18210901020040000110;-1827,57
01.03.2015;0266015534;18210909020070000110;-8432,29
01.03.2015;0266015534;18210909010010000110;-2435,16
01.03.2015;0266015534;18210301000010000110;-100
01.03.2015;0266015534;18210101011010000110;-2370,08
01.03.2015;0266015534;18210907052040000110;-132,09
01.03.2015;0266015534;18210908040080000140;-0,5
01.03.2015;0266015534;18210907032040000110;-334,98
01.03.2015;0266015380;18210301000010000110;-708,52
01.03.2015;0266015380;18210901020040000110;-374
01.03.2015;0266015380;18210904010020000110;-166
01.03.2015;0266015380;18210101011010000110;-974
01.03.2015;0266015380;18210101012020000110;-929
01.03.2015;0266030035;18210501050010000110;-0,01
01.03.2015;0266033491;18210501050010000110;-47,16
01.03.2015;0266031039;18210501011010000110;-3840
01.03.2015;0266033124;18210101012020000110;-4,64
01.03.2015;0266033124;18210101011010000110;-0,42
01.03.2015;0266033124;18210301000010000110;-2,5
01.03.2015;7701274771;18211603010010000140;-200
01.03.2015;7701274771;18210606032040000110;-435429,21
01.03.2015;7701274771;18210602010020000110;-94823,9
01.03.2015;0266034128;18210501011010000110;-1000
01.03.2015;0266034128;18211603010010000140;-400
01.03.2015;0266022933;18210301000010000110;-139,4
01.03.2015;0266024553;18210501022010000110;-11424,72
01.03.2015;0266024553;18211603010010000140;-5000
01.03.2015;0261013477;18210502010020000110;-4,41
01.03.2015;0261013477;18210301000010000110;-109,56
01.03.2015;0266016619;18210501011010000110;-5255,04
01.03.2015;0266018119;18210907032040000110;-91,9
01.03.2015;0266018119;18210908030070000140;-58,8
01.03.2015;0266030733;18210502010020000110;-44500,75
01.03.2015;0266030733;18210301000010000110;-5615,19
01.03.2015;0266013992;18210101011010000110;-500
01.03.2015;0266013992;18210101012020000110;-4508,5
01.03.2015;0266013992;18210904030010000110;-2199,12
01.03.2015;0266013992;18210907032040000110;-36,92
01.03.2015;0266013992;18211603010010000140;-1300
01.03.2015;0266013992;18210901020040000110;-0,68
01.03.2015;0266013992;18210602010020000110;-100,18
01.03.2015;0266013992;18210301000010000110;-6419,3
01.03.2015;0266025268;18210101011010000110;-100
01.03.2015;0266025268;18210101012020000110;-900
01.03.2015;0266032339;18210301000010000110;-112823,98
01.03.2015;0266016224;18210906010020000110;-2694,5
01.03.2015;0266016224;18210908040080000140;-12,58
01.03.2015;0266016224;18210904010020000110;-2539,94
01.03.2015;0266016224;18210602010020000110;-799,74
01.03.2015;0266016224;18210908060010000140;-4,93
01.03.2015;0266016224;18210901020040000110;-0,09
01.03.2015;0266016224;18210904030010000110;-948,11
01.03.2015;0266016224;18210909030080000110;-136,03
01.03.2015;0266016224;18210908020060000140;-98,93
01.03.2015;0266016224;18210907032040000110;-1041,21
01.03.2015;0266016224;18210907052040000110;-20,62
01.03.2015;0266016224;18210908030070000140;-202,38
01.03.2015;0266016224;18210301000010000110;-542,02
01.03.2015;0266016224;18210909020070000110;-149,52
01.03.2015;0266016224;18210909010010000110;-1192,31
01.03.2015;0266032603;18210301000010000110;-489,11
01.03.2015;0266030236;18210501030010000110;-216,46
01.03.2015;0266029216;18210602010020000110;-0,09
01.03.2015;0266029216;18210301000010000110;-105,1
01.03.2015;0266029216;18210301000010000110;-9,79
01.03.2015;0266030719;18210501012010000110;-2389,57
01.03.2015;0266030719;18210502020020000110;-4851,81
01.03.2015;0266027931;18210301000010000110;-3,29
01.03.2015;0266020397;18210904020020000110;-438,77
01.03.2015;0266020397;18210907032040000110;-107,68
01.03.2015;0266020397;18210301000010000110;-8268,3
01.03.2015;0266020397;18210907052040000110;-3098,78
01.03.2015;0266020397;18210904030010000110;-3848,65
01.03.2015;0266020397;18210501022010000110;-1000
01.03.2015;0266020397;18210904010020000110;-1792,16
01.03.2015;0266020397;18210905050010000110;-273,83
01.03.2015;0266016432;18210909010010000110;-78,61
01.03.2015;0266016432;18210904030010000110;-25,73
01.03.2015;0266016432;18210301000010000110;-187,87
01.03.2015;0266016432;18210907032040000110;-51,92
01.03.2015;0266016432;18210904010020000110;-1,05
01.03.2015;0266016432;18210901020040000110;-8
01.03.2015;0266016432;18210602010020000110;-11,78
01.03.2015;0266016432;18210909030080000110;-37,09
01.03.2015;0266016432;18210101012020000110;-112,35
01.03.2015;0266016432;18210101011010000110;-10,6
01.03.2015;0266016432;18210909020070000110;-45,79
01.03.2015;0266016432;18210604011020000110;-4531,66
01.03.2015;0268024728;18210502010020000110;-1989,25
01.03.2015;0266033660;18210502010020000110;-9020,15
01.03.2015;0266032402;18210501012010000110;-44287,93
01.03.2015;0266021023;18210901020040000110;-0,07
01.03.2015;0266021023;18210301000010000110;-27,78
01.03.2015;0266021023;18210907032040000110;-0,06
01.03.2015;0266024923;18210501012010000110;-0,01
01.03.2015;0266002479;18210501012010000110;-41,36
01.03.2015;0266031092;18210501011010000110;-219,29
01.03.2015;0268068242;18210502010020000110;-7100,49
01.03.2015;0266029230;18210101012020000110;-219,96
01.03.2015;0266029230;18210301000010000110;-4592,3
01.03.2015;0266029230;18210101011010000110;-27,71
01.03.2015;0266015728;18211603010010000140;-200
01.03.2015;0266015728;18210602010020000110;-11,64
01.03.2015;0266015728;18210909010010000110;0
01.03.2015;0266015728;18210102010010000110;0
01.03.2015;0266015728;18210907032040000110;-0,13
01.03.2015;0266015728;18210904030010000110;-1,2
01.03.2015;0266015728;18210301000010000110;299858
01.03.2015;0266015728;18210908030070000140;-0,67
01.03.2015;0266030973;18210101012020000110;-90
01.03.2015;0266030973;18210101011010000110;-10
01.03.2015;0276078646;18210501050010000110;-1000
01.03.2015;0266033639;18210101012020000110;-68,49
01.03.2015;0266033639;18210101011010000110;-11,01
01.03.2015;0266025518;18210101012020000110;-184,1
01.03.2015;0266025518;18210301000010000110;-380,37
01.03.2015;0266015823;18211603010010000140;-150
01.03.2015;0276026694;18210907032040000110;-41,87
01.03.2015;0276026694;18210907052040000110;-0,34
01.03.2015;0276026694;18210908020060000140;-16,8
01.03.2015;0276026694;18210908040080000140;-96,52
01.03.2015;0276026694;18210908060010000140;-2,48
01.03.2015;0266016048;18210907032040000110;-11,77
01.03.2015;0266016048;18210101011010000110;-5620,47
01.03.2015;0266016048;18210301000010000110;-8511,97
01.03.2015;0266016048;18210901020040000110;-141,7
01.03.2015;0266016048;18210101012020000110;-12234,43
01.03.2015;0266016048;18210904010020000110;-1365,15
01.03.2015;0266016048;18210703000010000110;-0,91
01.03.2015;0266027603;18210301000010000110;-331,13
01.03.2015;0266027603;18210101012020000110;-87,3
01.03.2015;0266027603;18210602010020000110;-52,84
01.03.2015;0275057259;18210101011010000110;-3,54
01.03.2015;0266015848;18210501011010000110;-37,59
01.03.2015;0266007082;18210906010020000110;-100
01.03.2015;0266007082;18210907052040000110;-0,01
01.03.2015;0266007082;18210907032040000110;-1,69
01.03.2015;0266007082;18210602010020000110;-62,86
01.03.2015;0266026102;18211603010010000140;-5000
01.03.2015;0266033854;18210301000010000110;-34,14
01.03.2015;0266033854;18210502010020000110;-8,96
01.03.2015;0266002990;18210606032040000110;-2931,69
01.03.2015;0266035139;18211603010010000140;-200
01.03.2015;0266016168;18210301000010000110;-17045,57
01.03.2015;0266016168;18210904030010000110;-1553,63
01.03.2015;0266016168;18210907032040000110;-230,48
01.03.2015;0266016168;18210904010020000110;-580,49
01.03.2015;0266016168;18210907052040000110;-1161,35
01.03.2015;0266028565;18210602010020000110;-0,09
01.03.2015;0266028565;18210101011010000110;-65,84
01.03.2015;0266028565;18210101012020000110;-631,76
01.03.2015;0266028565;18210301000010000110;-1942,7
01.03.2015;0266023239;18210301000010000110;-400
01.03.2015;0266023239;18210604011020000110;-2174,45
01.03.2015;0266034382;18210101012020000110;-19,57
01.03.2015;0266010021;18210102010010000110;-65,13
01.03.2015;0266010021;18210904020020000110;-4787,1
01.03.2015;0266010021;18210908020060000140;-6745
01.03.2015;0266010021;18210901020040000110;-3115,03
01.03.2015;0266010021;18210908040080000140;-81,93
01.03.2015;0266010021;18210907032040000110;-1,41
01.03.2015;0266010021;18210908030070000140;-1831,46
01.03.2015;0266021224;18210501022010000110;-4550,66
